id,location,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,type,gig1,gig2,perks,turn_time,size,industry,salary
11232,Jakarta Pusat,Supervisor/Koordinator,1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,1000,Retail/Merchandise,8400000.0
20323,Sidoarjo,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",30,200,Retail/Merchandise,6000000.0
20862,Bandung,Supervisor/Koordinator,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Makanan & Minuman/Katering/Restoran,5500000.0
11013,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),Others Benefits,",2,50,Komputer/Teknik Informatika (Perangkat Lunak),4250000.0
4505,Kalimantan Tengah,Supervisor/Koordinator,4,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Teknik Elektro,Teknik,",",,,Manufaktur/Produksi,7000000.0
23468,Jakarta Utara,CEO/GM/Direktur/Manajer Senior,15,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",24,5000,Retail/Merchandise,36000000.0
23757,Aceh,CEO/GM/Direktur/Manajer Senior,5,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,50,Makanan & Minuman/Katering/Restoran,12000000.0
22645,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS Ketenagakerjaan,",,500,Telekomunikasi,6750000.0
22058,Palembang,Manajer/Asisten Manajer,8,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",29,2000,Manufaktur/Produksi,9000000.0
15138,Yogyakarta,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",7,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",5750000.0
4833,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",23,2000,Telekomunikasi,5050000.0
13878,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,5000,Manajemen/Konsulting HR,3900000.0
27458,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,1000,Retail/Merchandise,5050000.0
10105,Karawang,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Elektro,Teknik,",",29,200,Manajemen/Konsulting HR,8000000.0
29148,Bekasi,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjaminan Kualitas / QA,Manufaktur,"Waktu regular, Senin - Jumat,BPJS,Business, Uniform,",29,2000,Manufaktur/Produksi,6250000.0
23907,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjaminan Kualitas / QA,Manufaktur,"Tip,Asuransi kesehatan,Pinjaman,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,50,Komputer/Teknik Informatika (Perangkat Lunak),4000000.0
17244,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",3,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6750000.0
17959,Jakarta Raya,Manajer/Asisten Manajer,2,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Bisnis (contoh: Kemeja),",18,2000,Makanan & Minuman/Katering/Restoran,5400000.0
1526,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,,2400000.0
26250,Bali,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Jam Bekerja yang Panjang,Kasual (contoh: Kaos),",28,50,Seni/Desain/Fashion,6000000.0
6292,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Pertambangan,5500000.0
13515,Bandung,Supervisor/Koordinator,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,",",28,50,Properti/Real Estate,4000000.0
24966,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,200,Umum & Grosir,4600000.0
2005,Binjai,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,,20,200,Manufaktur/Produksi,5500000.0
10034,Poso,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Formil (contoh: Kemeja + Dasi),",28,200,Bahan Kimia/Pupuk/Pestisida,3217850.0
21271,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"uniform,Monday - Saturday,",30,50,Kesehatan/Medis,5500000.0
2557,Malang,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Periklanan,Seni/Media/Komunikasi,",",,,Lainnya,2400000.0
1462,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",29,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",7500000.0
16407,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",24,2000,Perawatan/Kecantikan/Fitnes,7000000.0
25065,Jambi,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,500,Perbankan/Pelayanan Keuangan,4100000.0
1615,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",22,,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",8000000.0
20854,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Paruh Waktu,Perawatan Pribadi,Pelayanan,",",,,Perawatan/Kecantikan/Fitnes,900000.0
13191,Cikarang,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Pinjaman,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,200,Manufaktur/Produksi,6000000.0
6984,Banjarmasin,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",27,1000,Perbankan/Pelayanan Keuangan,2875000.0
1324,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Diagnosa/Lainnya,Layanan Kesehatan,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,1000,Asuransi,6750000.0
20598,Jakarta Timur,Manajer/Asisten Manajer,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",22,5000,Produk Konsumen/Barang konsumen yang bergerak cepat,18000000.0
2731,Badung,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Business, Uniform,",29,1000,Automobil/Mesin Tambahan Automotif/Kendaraan,3857000.0
15130,Depok,Supervisor/Koordinator,1,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Praktisi/Asisten Medis,Layanan Kesehatan,"Bisnis (contoh: Kemeja),",,500,Kesehatan/Medis,3600000.0
23740,Medan,Pegawai (non-manajemen & non-supervisor),,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,",",,,Lainnya,2750000.0
8808,Bekasi,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",,50,Umum & Grosir,10500000.0
17810,Jakarta Raya,Supervisor/Koordinator,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,",29,1000,Kesehatan/Medis,9500000.0
4213,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Pendidikan,Pendidikan/Pelatihan,"Parkir,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",30,200,Pendidikan,6000000.0
3392,Tangerang,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Merchandising,Penjualan / Pemasaran,"Formal Casual,",7,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6000000.0
10948,Yogyakarta,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",24,5000,Retail/Merchandise,4200000.0
30842,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Smart Casual,",18,50,Pameran/Manajemen acara/PIKP,7500000.0
26403,Jakarta Raya,Manajer/Asisten Manajer,3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",24,50,Akunting / Audit / Layanan Pajak,12000000.0
11662,Jawa Barat,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,",",,,Lainnya,6000000.0
18755,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,50,Komputer/Teknik Informatika (Perangkat Lunak),12500000.0
10437,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,"Tunjangan Pendidikan,Asuransi kesehatan,Kasual (contoh: Kaos),Mondays - Saturdays,",21,50,Komputer/Teknik Informatika (Perangkat Lunak),2650000.0
17557,Manado,CEO/GM/Direktur/Manajer Senior,5,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),BPJS Kesehatan, BPJS Ketenagakerjaan,",29,5000,Makanan & Minuman/Katering/Restoran,10000000.0
13392,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,"Asuransi kesehatan,Pinjaman,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,500,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",5500000.0
4926,Jakarta Raya,Manajer/Asisten Manajer,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Layanan Pelanggan,Pelayanan,",",28,5000,Manajemen/Konsulting HR,9000000.0
26090,Cikarang,Manajer/Asisten Manajer,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Asuransi kesehatan,Pinjaman,",25,200,Properti/Real Estate,12000000.0
403,Jakarta Pusat,Manajer/Asisten Manajer,3,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Akunting / Audit / Layanan Pajak,12000000.0
18503,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",25,200,Komputer/Teknik Informatika (Perangkat Lunak),6500000.0
967,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,",",,,Retail/Merchandise,4500000.0
13565,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",23,200,Kesehatan/Medis,4200000.0
1475,Bali,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,",",,,Makanan & Minuman/Katering/Restoran,3400000.0
28442,Jawa Barat,Manajer/Asisten Manajer,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Hubungan Masyarakat,Seni/Media/Komunikasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",4,50,Manajemen/Konsulting HR,14400000.0
15480,Jakarta Pusat,Manajer/Asisten Manajer,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formal Casual,",29,500,Retail/Merchandise,9500000.0
21546,Jawa Timur,Pegawai (non-manajemen & non-supervisor),,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,Manufaktur/Produksi,4500000.0
25500,Depok,Pegawai (non-manajemen & non-supervisor),12,0,0,0,0,0,0,1,1,1,1,0,Kontrak,Pendidikan,Pendidikan/Pelatihan,"Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",,50,Pendidikan,3600000.0
8284,Tangerang,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,"Bisnis (contoh: Kemeja),",24,50,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",5500000.0
1433,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Manufaktur,Manufaktur,"Asuransi kesehatan,Penglihatan,Kasual (contoh: Kaos),",29,200,Retail/Merchandise,7500000.0
14527,Badung,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,BPJS,Tidy casual,",5,200,Komputer/Teknik Informatika (Perangkat Lunak),13500000.0
13141,Bali,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS Kesehatan dan BPJS Ketenagakerjaan,",26,200,Komputer/Teknik Informatika (Perangkat Lunak),6000000.0
23601,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),Jamsostek,",26,200,Komputer/Teknik Informatika (Perangkat Lunak),6600000.0
7430,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,E-commerce,Penjualan / Pemasaran,"Tip,Jam Bekerja yang Panjang,Formil (contoh: Kemeja + Dasi),",,1000,Retail/Merchandise,7000000.0
12680,Yogyakarta,Supervisor/Koordinator,2,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,",",,,,5000000.0
5871,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",8,200,Manufaktur/Produksi,5350000.0
6790,Depok,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Periklanan/Marketing/Promosi/Hubungan Masyarakat,7750000.0
14814,Palembang,Supervisor/Koordinator,2,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Tip,Asuransi kesehatan,Pinjaman,",29,5000,Makanan & Minuman/Katering/Restoran,4800000.0
8795,Jakarta Raya,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS, Bonus, Annual Reward,",22,200,Konstruksi/Bangunan/Teknik,6500000.0
23699,Bali,Manajer/Asisten Manajer,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",1,5000,Perbankan/Pelayanan Keuangan,30000000.0
8252,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",,50,Umum & Grosir,6500000.0
14680,Bekasi,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Mekanikal,Teknik,"Asuransi Gigi,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",25,200,Umum & Grosir,6720000.0
30169,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,50,Konsultasi (Bisnis & Manajemen),6000000.0
191,Jakarta Raya,Manajer/Asisten Manajer,4,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Aktuaria/Statistik,Sains,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",24,2000,Perbankan/Pelayanan Keuangan,9600000.0
29582,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,4250000.0
6113,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",19,50,Kesehatan/Medis,5750000.0
11882,Ternate,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Formil (contoh: Kemeja + Dasi),",20,1000,Konstruksi/Bangunan/Teknik,4500000.0
170,Jakarta Pusat,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",1,200,Umum & Grosir,6500000.0
29932,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,1000,Umum & Grosir,6000000.0
14939,Medan,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,",",,,,3500000.0
28661,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",14,50,Percetakan/Penerbitan,6500000.0
12034,Jakarta Raya,Manajer/Asisten Manajer,5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",24,50,Akunting / Audit / Layanan Pajak,18000000.0
17082,Jawa Barat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",7,1000,Tekstil/Garment,3800000.0
2472,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,1900000.0
23113,Tangerang,Manajer/Asisten Manajer,3,0,0,0,0,0,0,0,1,1,1,0,Kontrak,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Kasual (contoh: Kaos),Monday - Saturday,",5,500,Transportasi/Logistik,6500000.0
8251,Jakarta Selatan,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,200,Akunting / Audit / Layanan Pajak,7200000.0
24283,Banten,Manajer/Asisten Manajer,5,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",29,500,Manufaktur/Produksi,13750000.0
13752,Bali,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Tip,Bisnis (contoh: Kemeja),",22,50,Industri Berat/Mesin/Peralatan,9200000.0
26623,Bengkulu,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",3,50,Akunting / Audit / Layanan Pajak,4700000.0
20886,Bogor,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Paruh Waktu,Farmasi,Layanan Kesehatan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",28,200,Manufaktur/Produksi,5750000.0
18752,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,",",,,Periklanan/Marketing/Promosi/Hubungan Masyarakat,3000000.0
