id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
19921|IT STAFF|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database|Tip;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Tunjangan Makan Siang|20 days|51 - 200 pekerja|Retail/Merchandise|Instalasi, Konfigurasi dan Maintenance Software / Hardware / OS user setiap divisi.Konfigurasi serta Maintenance Email, Cloud Server & Accurate.Menguasai webhosting, domain, dll.Instalasi dan konfigurasi jaringan LAN /WAN serta PABX.Develop dan maintenance Website & Aplikasi Online Shop perusahaan.Mampu bekerja dengan team.Mampu bekerja dengan sesuai deadline.Siap bekerja dibawah tekanan.
15871|IT Business System Analyst|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Kontrak|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|9 days|51 - 200 pekerja|Komputer/Teknik Informatika (Perangkat Lunak)|Requirements:Have 3-5 years hands on experiences as business analyst.Have the knowledge and experiences on project phases.Experience handle project banking.Familiar with create documentation for project (FSD / TSD / BRD, MOM, etc)Have the knowledge and experience on implementation of Ambit Focus.Responsibilites:Analyze business requirements and prepare project deliverables (BRD, MoM, etc).Conduct discussion and requirement analysis with the business and implementers.Bridge communication between business, IT and ALM system implementers.Benefits:Salary (Basic Salary, Meal Allowance, Transport Allowance)Regular workdays (monday - friday)BPJS KesehatanBPJS KetenagakerjaanBonus (Yearly Bonus)OvertimeTHRDevice (laptop)Enjoying culture and flexible time
8347|Project Marketing|Jakarta Pusat|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|9 days|1- 50 pekerja|Pemerintahan/Pertahanan|Mempersiapkan document untuk mengikuti tenderMemiliki pengalaman untuk menghandle tenderMemiliki pengalaman minimal selama 2 tahun di bidang yang samaMahir dalam Presentasi, berkomunikasi, dan negosiasiCepat dalam bekerja, teliti dan pekerja keras serta berintegritas tinggi
12109|ASSISTANT TEACHER|Tangerang|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun|1 tahun|Sarjana (S1)|Kontrak|Pendidikan/Pelatihan,Pendidikan||||Pendidikan|Job description:Nurture, educate, assess, promote the progress and wellbeing of studentsPrepare lessons for students (age range: from 3 months to 6 years old), observe, encourage, and assess students from all aspects of development, such as physical, cognitive, emotional and social competencesEmploy a variety of educational techniques (storytelling, flash cards, educational play, audio visual) to teach childrenAble to communicate and collaborate with parents, other teachers, and PrincipalEnsure class is prepared according to the needs of students and the school's requirements.Keep her/his knowledge and skills with the latest early childhood education's trendJob requirements:Minimum of 1 year experience as a preschool teacher Excellent Physical conditionHas an ability to play a musical instrument, preferably guitarExperience in teaching special needs students is an advantageHas a great love and patience for small childrenGood spoken and written EnglishExcellent interpersonal skillsWell organized, committed, creative and energeticComputer skill is a must (MS Office, Google, YouTube, etc.)Minimum of 25 and maximum of 33
19523|Warehouse Assistant Manager (Marunda)|Jakarta Utara|IDR|Manajer/Asisten Manajer|5 tahun|Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Pelayanan,Logistik/Rantai Pasokan|Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|24 days|2001 - 5000 pekerja|Retail/Merchandise|Job Description :Managing warehouse and distribution center in including collecting & packing. Requirements:Candidate must possess at least Bachelor's Degree in any field.At least 5 Year(s) of working experience in the related field is required for this position.Preferably Manager/Assistant Manager specialized in Logistics/Supply Chain or equivalent.
29164|UI UX DESIGNER|Aceh|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak|||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|# Memiliki pengalaman di atas# Penempatan di kota Medan# Interview di lakukan secara Online dan Offline# Harus melewati tahapan seleksi sesuai sop perusahaan# Harus bisa menggunakan dan mahir di photoshop/ilustrator# Memiliki pengalaman sebagai Team work# Memiliki skill di Videographer/premiere pro
28996|Treasury / Akuntansi Keuangan Perbankan|Tangerang|IDR|Supervisor/Koordinator|2 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Bisnis (contoh: Kemeja)|28 days|51 - 200 pekerja|Perbankan/Pelayanan Keuangan|Deskripsi Pekerjaan Treasury:Membuat perkiraan kas (memenuhi kebutuhan proyeksi kas kedepan)Bertanggungjawab menjaga dan memelihara likuiditas BankMengatur penempatan pencairan dana antar Bank termasuk melengkapi dengan laporan keuanganMengelola dan menghimpun penggalangan danaMembangun hubungan baik dengan Bank dan relasiBertanggungjawab memperkecil dana idle untuk meningkatan pendapatan Deskripsi Pekerjaan Akuntansi Keuangan Perbankan:Mengatur proses transaksi, penjurnalan dan laporan keuanganMelakukan rekonsiliasi antar BankBertanggungjawab terkait pembayaran pinjaman antar BankBertanggungjawab membuat daftar Aktiva Inventaris, Jurnal Pembukuan dan PenyusutanMelakukan rekonsiliasi Antar Kantor Aktiva dan Antar Kantor PasivaMelakukan laporan pajakMembuat laporan keuangan Kualifikasi:Usia maksimal 30 tahunPendidikan Minimal S1 semua jurusan (diutamakan jurusan Keuangan/Akuntansi/Perbankan)Pengalaman minimal 2 tahun di bagian Treasury / dibagian AkuntingMemiliki pengalaman risiko yang baikMemahami proses transaksi dan laporan keuangan berikut penjurnalanMemiliki kemampuan marketing, bernegosiasi, Komunikatif dan berwawasan luasMengetahui dan memahami SAK ETAP untuk BPRMengetahui ketentuan umum Perpajakan Memiliki integritas yang tinggiDapat bekerja secara profesional, teliti, ulet, kritisDapat bekerja team maupun mandiri (mampu dan konsisten dibawah tekanan)Mahir dan menguasai Ms. Office
11340|IT Infrastructure|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|21 days|51 - 200 pekerja|Komputer/Teknik Informatika (Perangkat Keras)|Qualifications:Bachelor Degree in Computer Science/Information Technology or equivalent. Minimum has one year of working experience in related fieldFamiliar with server virtualization (e.g. VMWare)Familiar with windows and SQL (Installing, Maintenance, Troubleshoot, and Data Migration)Familiar with networking (e.g. firewall Sophos, LAN, Follow UP ISP)Familiar with NDLCFamiliar with Microsoft AZUREFamiliar with Cloud.Familiar in handling email and web serverFamiliar with ERP SoftwareSupport Installation Nice to have: ERP development knowledge. Experience in development in large, complex product.Strong in analytical and problem solving skills.Excellent in communication, planning, and organization skills.Good command in English (writing & speaking).Stringent to deadline.Willing to do business trip.Able to join ASAP.
6|KEPALA PABRIK|Balikpapan|IDR|Supervisor/Koordinator||Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Manufaktur,Manufaktur|Asuransi kesehatan;Bisnis (contoh: Kemeja);Project Incentive;Senin - Jumat 08.00 s/d 16.30 Sabtu 08.00 s/d 13.00|18 days|51 - 200 pekerja|Manufaktur/Produksi|Tedmond Groups membuka Lowongan Kepala Pabrik, dengan Kriteria :1.                  Usia Max 452.                   Segala Jurusan Bagi Yang Mempunyai Pengalaman Minimal 2 Tahun Sebagai Kepala Pabrik3.                  Jurusan S1 Teknik Industri Bagi yang berpengalaman Minimal 3 Tahun Sebagai PPIC4.                  Mengerti dan memahami kegiatan produksi (Blow, Rotor, dan Stainless)5.                  Memahami pengontrolan persediaan bahan baku6.                  Mengerti dan memahami barang spare part7.                  Mampu mengoperasikan Microsoft Word, Excel8.                  Memiliki administrasi yang baik dan rapi9.                  Mampu bekerja secara individu maupun team dengan deadline yang ketat10.              Disiplin, bertanggungjawab, teliti, dan jujur11.              Kemampuan Leadership (Khususnya Komunikasi, Kontroling dan Monitoring)12.              Untuk Penempatan diseluruh cabang Tedmond Groups ( Cabang Balikpapan, Cabang Banjarmasin, cabang Manado)
10649|Marketing E-commerce|Sidoarjo|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Penjualan / Pemasaran,E-commerce|Asuransi kesehatan;Bisnis (contoh: Kemeja);BPJS Tenaga Kerja;Senin - Sabtu|27 days|51 - 200 pekerja|Makanan & Minuman/Katering/Restoran|Tugas dan Tanggung Jawab Marketing E-commerce :Mengelola Sosial Media, Website & Email (Online Store, E-Commerce & Market Place)Membuat timeline marketing secara berkalaMembuat content terkait produk Food Ingredients pada sosial mediaAktif dalam membalas Pertanyaan dan Permintaan yang masuk melalui website, email & sosial media.Membuat final report marketingMengerjakan tugas-tugas lain yang relevan dengan fungsi dan tanggung jawabnyaSyarat menjadi Marketing E-commerce:Usia Maksimal 30 tahun.Pengalaman minimal 1 (satu) tahun pada bidang yang sama /E-Commerce MarketingMinimal lulusan D3Familiar atau memiliki pengalaman dalam menangani E-Commerce / penjualan online di bidang consumer goods / food ingredientsMemiliki ketertarikan di dunia consumer goods / food ingredientsMemiliki kemampuan komunikasi yang baikMemiliki pengetahuan dan kemampuan dalam pengoperasian applikasi video editing (DIUTAMAKAN)Dapat menggunakan komputer minimal Microsoft Office, Excel & InternetBersedia ditempatkan di Sidoarjo, Jawa Timurs
14762|Performance Management & Training Development|Bekasi|IDR|Supervisor/Koordinator|3 tahun|Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|26 days|501 - 1000 pekerja|Retail/Merchandise|PERSYARATAN:Pendidikan minimal S1, diutamakan Psikologi/Manajemen SDMBerpengalaman minimal 3 tahun dibidang dan posisi yang sama, diutamakan di perusahaan retailMampu mengimplementasikan Program Performance Management KaryawanBerpengalaman dalam mengembangkan sistem Training & Development yang sistematis dan terukurMemiliki kemampuan dan pengalaman dalam pemanfaatan teknologi untuk pengembangan program-program trainingMemiliki kemampuan leadership, analisis dan problem solving yang baikMemiliki skill komunikasi sebagai trainerTeliti, detail dan terbiasa dengan deadline serta berorientasi pada target/ hasilDESKRIPSI PEKERJAAN:Bertanggung jawab dalam membantu pencapaian target-target kerja departemen HRD, khususnya Program Performance Management & Training DevelopmentBertanggung jawab dalam pengelolaan dan pengukuran performance atau kinerja karyawan secara berkala dan menyeluruhBertanggung jawab dalam pengelolaan Training & Development yang berdampak pada peningkatan kinerja dan performance karyawan (baik online maupun offline)Bertanggung jawab dalam memonitor pelaksanaan dan evaluasi hasil training
21406|CLEANING SERVICE|Tangerang|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM|Penuh Waktu|Lainnya,Pekerjaan Umum|Our products are suitable used either by Industrial, agricultural & home purpose;shirts and t-shirts|27 days|201 - 500 pekerja|Industri Berat/Mesin/Peralatan|Pendidikan minimal SMU sederajatUsia maksimal 35 tahunPengalaman dibidang yang sama minimal 2 tahunPekerja kerasMudah diarahkanBisa bekerja sama dengan teamLokasi di kantor pusat BalarajaFasilitas Mess Karyawan lokasi di Kantor Pusat Balaraja
17631|HR Manager|Aceh|IDR|CEO/GM/Direktur/Manajer Senior|5 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|# Penempatan Medan#Harus memiliki pengalaman di HRD umum dan pengalaman#Mengerti proses rekrutmen#Memahami proses bisnis workflow#Mampu merancang SOP perusahaan#Mengerti BPJS Kesehatan & Ketenagakejaan#Bersedia di training di perusahaan kami secara online and offline#Bersedia melewati interview di Medan#Bersedia bekerja di bawah tekanan#Pengalaman di dunia ecommerce adalah kunci utama yang di butuhkan
12040|Accounting Finance Tax Supervisor|Aceh|IDR|Supervisor/Koordinator|3 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|# Must managerial skills in above field# Must be able to work in Medan City# Must have extensive attention to details and audit skills# Excellent in organizing and controlling stock and cash inventory# Interview will be conduct in Medan via Online and Offline# Must have online ecommerce experiences# Must have extreme driven ambitious to excel in career# Excellent in finance and auditing field
25922|Programmer|Jember|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Sopan;Senin-Sabtu (Setengah Hari)||1- 50 pekerja|Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|Kandidat harus memiliki setidaknya Diploma, Gelar Sarjana di Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi atau setara.Bahasa yang harus dimiliki : Bahasa IndonesiaPengalaman kerja diperlukanPengalaman kerja minimal 1 tahun khusus dalam IT/Komputer – Perangkat Lunak atau setaraFull TimeUsia max 35thMenguasai PHP, Javascript, CSS, Menguasai Code Igniter, API, Boostrap & MYSQLBersedia bertugas di luar jam kerja (Malam, akhir pekan, dsb)
